"GLIMS_ID"	"Latitude"	"Longitude"	"Type"	"M_Basin"	"Basin"	"Sub_basin"	"Area"	"Altitude"	"Dist_gr"	"Gr_fed"	"LithologyGLiM"	"GeologyHodgesYin"	"lake_ar"	"catchm_ar"	"glacier_ar"	"glac_cov"	"dist_lg"	"deb_ar"	"deb_cov"	"no_lakes_ctchm"	"Z_min"	"Z_q25"	"Z_q50"	"Z_mean"	"Z_q75"	"Z_max"	"Z_diff"	"mean_asp_ctchm"	"mean_slp_ctchm"	"mean_slp_250m"	"mean_slp_500m"	"mean_slp_1000m"	"no_eq_tot"	"eq_dep_min"	"eq_dep_q25"	"eq_dep_q50"	"eq_dep_mean"	"eq_dep_q75"	"eq_dep_max"	"no_eq_lt50km"	"no_eq_lt100km"	"no_eq_lt150km"	"no_eq_lt200km"	"no_eq_lt250km"	"no_eq_lt300km"	"no_eq_lt350km"	"no_eq_lt400km"	"eq_mag_min"	"eq_mag_q25"	"eq_mag_q50"	"eq_mag_mean"	"eq_mag_q75"	"eq_mag_max"	"no_eq_gtM25"	"no_eq_gtM30"	"no_eq_gtM35"	"no_eq_gtM40"	"no_eq_gtM45"	"no_eq_gtM50"	"no_eq_gtM55"	"no_eq_gtM60"	"no_eq_gtM65"	"no_eq_gtM70"	"no_eq_gtM75"	"Code"	"Major_Unit"	"bio1_lake"	"bio2_lake"	"bio3_lake"	"bio4_lake"	"bio5_lake"	"bio6_lake"	"bio7_lake"	"bio8_lake"	"bio9_lake"	"bio10_lake"	"bio11_lake"	"bio12_lake"	"bio13_lake"	"bio14_lake"	"bio15_lake"	"bio16_lake"	"bio17_lake"	"bio18_lake"	"bio19_lake"	"bio1_ctchm"	"bio2_ctchm"	"bio3_ctchm"	"bio4_ctchm"	"bio5_ctchm"	"bio6_ctchm"	"bio7_ctchm"	"bio8_ctchm"	"bio9_ctchm"	"bio10_ctchm"	"bio11_ctchm"	"bio12_ctchm"	"bio13_ctchm"	"bio14_ctchm"	"bio15_ctchm"	"bio16_ctchm"	"bio17_ctchm"	"bio18_ctchm"	"bio19_ctchm"	"GLOF"	"Date"
"88"	"GL069987E35795N"	35.795	69.987	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.023	4511	90	1	"acidPlutonics"	"Indian Plate"	24044	1170832	138074	0.118	0	5358	0.039	0	4518	4591	4689	4698	4788	4994	476	0.12	0.51	0.31512808535021	0.491494050154183	0.516329270205613	1547	5.6	102.05	160.74	150.81	206.84	364.9	190	352	718	987	1514	1537	1546	1547	3	4.05	4.3	4.33	4.5	7.5	1547	1546	1492	1160	386	90	38	16	6	4	0	"Quiangtang terrane"	"Indien Plate"	-4.4	100	294	811.2	13.1	-20.9	34.1	-6.5	7.2	7.2	-15.3	647	148	3	89	428	13	13	181	-4.89	100	294	811.46	12.68	-21.39	34.1	-7.02	6.71	6.71	-15.73	645.4	149.2	3.1	90.3	432.3	12.9	12.9	178.4	0	NA
"89"	"GL069991E35797N"	35.797	69.991	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.012	4494	509.116882324	1	"acidPlutonics"	"Indian Plate"	12180	1642923	138074	0.084	376	5358	0.039	1	4496	4570	4671	4681	4778	4994	498	-0.3	0.5	0.296555190192489	0.451997931585167	0.486148002350687	1558	5.6	102.12	161.45	150.92	206.78	364.9	191	353	722	995	1524	1548	1557	1558	3	4	4.3	4.33	4.5	7.5	1558	1557	1502	1167	388	90	38	16	6	4	0	"Quiangtang terrane"	"Indien Plate"	-4.4	100	294	811.2	13.1	-20.9	34.1	-6.5	7.2	7.2	-15.3	647	148	3	89	428	13	13	181	-4.92	100	294	811.52	12.64	-21.42	34.1	-7.07	6.68	6.68	-15.78	648.1	149.3	3.3	89.7	431.6	13.3	13.3	180.1	0	NA
"91"	"GL070004E35801N"	35.801	70.004	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.032	4444	569.209960938	1	"acidPlutonics"	"Indian Plate"	33215	1352852	77230	0.057	509	12611	0.163	0	4443	4502	4585	4619	4710	4995	552	0.53	0.45	0.344493497126705	0.382051632222835	0.448562534882929	1597	5.6	102.3	162.7	151.07	206.57	364.9	195	359	737	1021	1563	1587	1596	1597	3	4.1	4.3	4.33	4.6	7.5	1597	1596	1541	1203	403	94	39	17	6	4	0	"Quiangtang terrane"	"Indien Plate"	-3.71	100	294	810.87	13.79	-20.31	34.01	-5.83	7.8	7.8	-14.61	585.3	132.8	3.1	87	380.2	12.4	12.4	161.7	-4.51	100	294	811.39	13.01	-21.08	34.08	-6.69	7.07	7.07	-15.4	648.1	147	3.8	87.3	422.1	14.6	14.6	181.4	0	NA
"95"	"GL070013E35805N"	35.805	70.013	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.061	4302	890.954528809	1	"acidPlutonics"	"Indian Plate"	62015	4562625	236634	0.052	739	52756	0.223	3	4305	4462	4554	4578	4686	4995	690	-0.48	0.45	0.346616651210008	0.378809652412287	0.389509433126341	1633	5.6	102.9	164.4	151.57	206.61	364.9	196	363	747	1042	1599	1623	1632	1633	3	4.1	4.3	4.33	4.6	7.5	1633	1632	1575	1229	416	96	40	18	6	4	0	"Quiangtang terrane"	"Indien Plate"	-3.4	100	294	810.8	14.1	-20	34	-5.5	8.1	8.1	-14.3	601	140	4	88	397	15	15	158	-4.41	100	294	811.35	13.11	-20.95	34.07	-6.55	7.18	7.18	-15.26	652.3	150.2	3.9	88	429.7	15.2	15.2	176.8	0	NA
"96"	"GL070013E35809N"	35.809	70.013	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.032	4297	1224.13232422	1	"acidPlutonics"	"Indian Plate"	32536	4839780	236634	0.049	1061	52756	0.223	4	4296	4448	4545	4564	4674	5000	704	-0.58	0.44	0.318148273116537	0.34930337678792	0.364164366060796	1636	5.6	102.9	164.4	151.56	206.63	364.9	195	364	749	1044	1602	1626	1635	1636	3	4.1	4.3	4.33	4.6	7.5	1636	1635	1578	1232	416	97	40	18	6	4	0	"Quiangtang terrane"	"Indien Plate"	-3.12	100	294	810.52	14.29	-19.72	34	-5.22	8.38	8.38	-14.02	544.2	129.6	3.1	88.9	364.8	12.2	12.2	139.1	-4.34	100	294	811.31	13.18	-20.89	34.07	-6.48	7.24	7.24	-15.19	646.6	149.1	3.9	88.1	426.2	15.1	15.1	174.8	0	NA
"97"	"GL070021E35787N"	35.787	70.021	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.029	4482	804.98449707	1	"acidPlutonics"	"Indian Plate"	29629	2762150	93895	0.034	620	9965	0.106	0	4481	4574	4673	4677	4771	4989	508	2.05	0.46	0.261272988139039	0.353258738708322	0.45338284022905	1615	5.6	103.09	164.2	151.47	206.58	364.9	191	358	741	1032	1583	1605	1614	1615	3	4.1	4.3	4.33	4.6	7.5	1615	1614	1558	1214	410	96	40	18	6	4	0	"Quiangtang terrane"	"Indien Plate"	-4.2	100	294	811.4	13.3	-20.8	34.1	-6.3	7.4	7.4	-15.1	701	148	4	87	438	15	15	211	-4.97	100	294	811.89	12.59	-21.5	34.1	-7.11	6.69	6.69	-15.8	708.4	153.5	3.9	87.3	450.1	15.3	15.3	207.7	0	NA
"98"	"GL070023E35505N"	35.505	70.023	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.06	4145	90	1	"acidPlutonics"	"Indian Plate"	61595	1355537	102334	0.075	14	28364	0.277	0	4114	4286	4597	4575	4828	5069	955	-0.51	0.68	0.465236368822345	0.697450546288706	0.729770961515068	839	5.6	83.45	115.8	123.38	169.3	364.9	153	292	577	682	827	835	838	839	3.1	4	4.3	4.31	4.55	6.9	839	839	808	619	210	41	16	4	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2.1	101	295	815.4	15.5	-18.9	34.4	-4.2	9.4	9.4	-13.1	686	170	5	90	476	19	19	176	-3.49	101	294.4	815.35	14.21	-20.17	34.4	-5.65	8.14	8.14	-14.42	701	170.5	5	90	481.9	19	19	184.4	0	NA
"99"	"GL070023E35803N"	35.803	70.023	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.029	4533	90	1	"acidPlutonics"	"Indian Plate"	29770	1066731	97244	0.091	0	8849	0.091	0	4541	4608	4710	4712	4801	4988	447	-0.95	0.49	0.319772513561934	0.495876194992701	0.5086253435982	1645	5.6	102.8	164.1	151.32	206.6	364.9	198	368	755	1052	1611	1635	1644	1645	3	4.1	4.3	4.33	4.6	7.5	1645	1644	1587	1239	419	97	40	18	6	4	0	"Quiangtang terrane"	"Indien Plate"	-4.4	100	294	811.3	13.1	-20.9	34.1	-6.5	7.2	7.2	-15.2	661	156	4	89	443	16	16	172	-5.01	100	294	811.69	12.56	-21.51	34.09	-7.18	6.62	6.62	-15.81	689.7	158.9	4	88.8	457.3	15.9	15.9	185.7	0	NA
"100"	"GL070023E35818N"	35.818	70.023	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.06	4356	804.98449707	1	"acidPlutonics"	"Indian Plate"	61173	3590446	5257	0.001	1843	92	0.017	1	4353	4497	4656	4652	4794	5037	684	-1.95	0.49	0.26157942447723	0.342865997335866	0.490707864586263	1667	5.6	103.29	164.6	151.57	206.5	364.9	199	370	761	1068	1633	1657	1666	1667	3	4.1	4.3	4.34	4.6	7.5	1667	1665	1608	1256	424	101	42	18	6	4	0	"Quiangtang terrane"	"Indien Plate"	-3.53	100	294	810.63	13.97	-20.04	34	-5.54	8.07	8.07	-14.34	569.3	145.6	4	92	398.6	15	15	135.6	-4.95	100	293.9	811.65	12.6	-21.45	34.05	-7.1	6.68	6.68	-15.79	669.5	162.1	4	90.3	456	15.8	15.8	171.5	0	NA
"104"	"GL070028E35512N"	35.512	70.028	"M(e)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.064	4147	768.960327148	1	"acidPlutonics"	"Indian Plate"	65421	6896970	527181	0.076	542	384981	0.73	2	4144	4391	4537	4535	4667	5064	920	-2.1	0.42	0.366611969099919	0.400787903233884	0.394426130277512	865	5.6	85.8	117.3	125.72	175.5	364.9	152	291	581	691	853	861	864	865	3.1	4	4.3	4.31	4.6	6.9	865	865	833	639	218	41	16	4	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2	101	294	815.1	15.5	-18.8	34.3	-4.1	9.5	9.5	-13	647	172	5	93	467	19	19	152	-3.68	101	294	815.27	13.99	-20.34	34.34	-5.86	7.94	7.94	-14.6	696.5	169.3	5.1	90.4	478.2	19.2	19.2	185	0	NA
"108"	"GL070036E35849N"	35.849	70.036	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.014	4512	630	1	"acidPlutonics"	"Indian Plate"	14105	970935	2668	0.003	1128	1058	0.397	0	4508	4610	4701	4711	4797	5041	533	-1.72	0.5	0.422852746806151	0.478706386450521	0.501035230863827	1755	5.6	103.97	166.7	152.02	206.31	364.9	205	382	793	1135	1719	1745	1754	1755	3	4.1	4.3	4.33	4.6	7.5	1755	1751	1688	1318	448	105	45	21	7	4	0	"Quiangtang terrane"	"Indien Plate"	-4.6	100	294	811.2	12.9	-21.1	34	-6.7	7	7	-15.4	637	162	4	91	442	16	16	155	-5.03	100	294	811.45	12.5	-21.53	34.02	-7.18	6.57	6.57	-15.83	657.2	162.7	4	89.6	448.5	16.3	16.3	165.4	0	NA
"110"	"GL070062E35509N"	35.509	70.062	"M(e)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.186	4402	90	1	"acidPlutonics"	"Indian Plate"	190039	2414548	118178	0.049	164	40199	0.34	0	4393	4478	4610	4609	4728	4908	515	1.43	0.5	0.475264730749753	0.519767803954723	0.533847663472306	909	5.6	86.2	117.3	126.11	177.9	364.9	159	305	606	722	896	905	908	909	3.1	4	4.3	4.32	4.6	6.9	909	909	873	673	232	48	20	7	1	0	0	"Quiangtang terrane"	"Indien Plate"	-3.69	101	294	815.34	14.01	-20.29	34.3	-5.84	8.01	8.01	-14.59	692.2	147.4	5	88	440.8	18	18	214.4	-4.05	101	294	815.42	13.65	-20.66	34.34	-6.23	7.64	7.64	-14.95	703.2	152.9	5	88.3	453	18.3	18.3	213.4	0	NA
"111"	"GL070065E35459N"	35.459	70.065	"M(e)"	"Indus"	"Kabul"	"Alingar-Alishing-Nuristan"	0.034	4240	569.209960938	1	"acidPlutonics"	"Indian Plate"	35146	1667442	187506	0.112	490	50728	0.271	0	4238	4345	4433	4438	4518	4744	506	1.2	0.49	0.460711097041132	0.456695004741059	0.486106409035912	745	5.6	69.6	108.53	112.12	144	364.9	158	297	574	657	734	742	744	745	3.1	4	4.3	4.31	4.6	6.9	745	745	715	548	192	38	17	4	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2.62	101	294.9	816.32	15.08	-19.32	34.4	-4.72	8.98	8.98	-13.52	658	155.1	5	90.9	447.6	18	18	186.3	-2.98	101	294.4	816.48	14.73	-19.73	34.41	-5.15	8.64	8.64	-13.94	676.7	154.3	5	90.1	450.8	17.9	17.9	200.1	0	NA
"112"	"GL070068E35512N"	35.512	70.068	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.018	4289	890.954528809	1	"acidPlutonics"	"Indian Plate"	18847	3551649	118178	0.033	968	40199	0.34	1	4289	4457	4582	4582	4694	4908	619	1.53	0.49	0.431046374446778	0.457169422553388	0.474130465732145	930	5.6	87.5	118.1	127.26	180.95	364.9	160	308	612	732	916	926	929	930	3.1	4	4.3	4.32	4.6	6.9	930	930	893	689	238	49	20	7	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2.33	101	294	815.4	15.27	-19.03	34.3	-4.43	9.17	9.17	-13.33	635.2	135.3	4	88	390.1	14.1	14.1	210.1	-3.9	101	294	815.38	13.8	-20.51	34.33	-6.07	7.77	7.77	-14.81	691.9	149.5	4.8	88.1	441.6	17.7	17.7	212.8	0	NA
"113"	"GL070069E35831N"	35.831	70.069	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.095	4392	90	1	"acidPlutonics"	"Indian Plate"	96980	5599632	529247	0.095	1030	44012	0.083	0	4395	4567	4699	4702	4834	5074	679	1.89	0.47	0.401129652148745	0.389528024207466	0.444541924957246	1797	5.6	104.1	166.7	151.96	205.9	364.9	205	388	812	1172	1761	1787	1796	1797	3	4.1	4.3	4.33	4.6	7.5	1797	1793	1727	1348	460	107	46	21	7	4	0	"Quiangtang terrane"	"Indien Plate"	-4.01	100	293	811.41	13.39	-20.61	34	-6.11	7.59	7.59	-14.91	567.9	118.5	3	86	355.1	12	12	166.7	-5.17	100	293.3	811.92	12.38	-21.69	34.03	-7.32	6.5	6.5	-16	670	145.6	3.7	86.9	427	14.7	14.7	192.2	0	NA
"114"	"GL070079E35827N"	35.827	70.079	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.126	4348	829.758972168	1	"acidPlutonics"	"Indian Plate"	128467	3961824	775946	0.196	61	500281	0.645	0	4370	4474	4584	4607	4719	5006	636	1.06	0.45	0.359810836634587	0.399672558273052	0.430192688962546	1814	5.6	104.06	166.45	151.84	205.9	364.9	208	391	821	1186	1778	1804	1813	1814	3	4.03	4.3	4.33	4.6	7.5	1814	1810	1743	1360	462	107	46	21	7	4	0	"Quiangtang terrane"	"Indien Plate"	-3.62	100	293	811.06	13.88	-20.12	34	-5.64	7.98	7.98	-14.44	549.4	121.8	4	85.2	352.3	15.2	15.2	148.7	-4.58	100	293	811.69	12.92	-21.1	34.01	-6.73	7.03	7.03	-15.44	615.4	133.4	3.7	86.7	390.7	14.4	14.4	175.3	0	NA
"115"	"GL070081E35483N"	35.483	70.081	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.02	4439	180	1	"acidPlutonics"	"Indian Plate"	19996	546549	72958	0.133	36	5908	0.081	0	4437	4485	4533	4533	4579	4670	233	1.34	0.44	0.452523610193594	0.458024709807054	0.455075669750724	843	5.6	81.18	113.3	119.8	157.95	364.9	160	306	603	705	831	839	842	843	3.1	4	4.3	4.32	4.6	6.9	843	843	810	621	217	45	19	6	1	0	0	"Quiangtang terrane"	"Indien Plate"	-3.59	101	294	816.07	14.11	-20.29	34.4	-5.79	8.01	8.01	-14.59	636.9	138.8	4	89	403.3	14.9	14.9	201.3	-3.56	101	294	816.02	14.14	-20.26	34.4	-5.76	8.04	8.04	-14.56	634.5	138.4	4	89	400.3	14.7	14.7	201.4	0	NA
"116"	"GL070085E35484N"	35.484	70.085	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.01	4301	524.785644531	1	"acidPlutonics"	"Indian Plate"	10293	817027	72958	0.089	447	5908	0.081	1	4296	4425	4487	4483	4556	4667	371	1.32	0.46	0.507501039792951	0.477555370252452	0.471193955541192	851	5.6	80.85	113.4	120.18	159.2	364.9	161	309	606	708	839	847	850	851	3.1	4	4.3	4.32	4.6	6.9	851	851	818	629	219	45	19	6	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2.15	101	294	816.09	15.45	-18.85	34.31	-4.26	9.44	9.44	-13.15	586.9	127.5	4	88.1	364.1	14	14	187	-3.26	101	294	816.03	14.41	-19.96	34.39	-5.45	8.32	8.32	-14.26	622.8	136.1	4	88.9	391.9	14.5	14.5	197.4	0	NA
"117"	"GL070088E35480N"	35.48	70.088	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.018	4309	180	1	"acidPlutonics"	"Indian Plate"	18055	718411	172209	0.24	28	14778	0.086	0	4294	4381	4463	4461	4543	4624	330	0.4	0.46	0.382968572231811	0.484926644021225	0.478855553852269	848	5.6	79.33	113.15	119.3	157.17	364.9	163	311	609	710	836	844	847	848	3.1	4	4.3	4.31	4.6	6.9	848	848	815	626	219	44	19	6	1	0	0	"Quiangtang terrane"	"Indien Plate"	-2.8	101	294	816	14.8	-19.5	34.4	-5	8.7	8.7	-13.8	598	133	4	89	377	14	14	187	-2.98	101	294	816.03	14.64	-19.68	34.4	-5.18	8.55	8.55	-13.98	605.8	134.1	4	89.1	383.5	14.3	14.3	189	0	NA
"118"	"GL070089E35828N"	35.828	70.089	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.093	4366	569.209960938	1	"acidPlutonics"	"Indian Plate"	94820	3931278	873604	0.222	24	737666	0.844	2	4367	4467	4596	4619	4746	5102	735	-1.32	0.49	0.358165075817119	0.426390240323574	0.410713662825013	1846	5.6	104.1	166.45	151.84	205.87	364.9	211	397	832	1212	1809	1836	1845	1846	3	4	4.3	4.33	4.6	7.5	1846	1842	1772	1382	472	109	47	22	7	4	0	"Quiangtang terrane"	"Indien Plate"	-3.5	100	293	811.2	13.9	-20.1	34	-5.6	8	8	-14.4	570	135	4	87	377	16	16	144	-4.61	100	293	811.8	12.88	-21.12	34	-6.77	6.98	6.98	-15.5	649.4	152.6	4.5	87.5	430.6	17.7	17.7	168.2	0	NA
"119"	"GL070090E35819N"	35.819	70.09	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.03	4418	90	1	"acidPlutonics"	"Indian Plate"	30845	2095957	692806	0.331	0	561593	0.811	0	4437	4529	4636	4664	4794	5098	661	-0.8	0.53	0.228706443325442	0.436779001253161	0.492603609007702	1830	5.6	104.06	165.9	151.7	205.79	364.9	209	394	828	1201	1795	1820	1829	1830	3	4.03	4.3	4.33	4.6	7.5	1830	1826	1757	1372	468	108	47	22	7	4	0	"Quiangtang terrane"	"Indien Plate"	-4.1	100	293	811.5	13.4	-20.6	34	-6.2	7.5	7.5	-15	620	146	4	87	411	16	16	161	-4.8	100	293	811.93	12.7	-21.3	34	-6.97	6.81	6.81	-15.69	666.9	154	4.5	87.2	439.5	17.5	17.5	176.7	0	NA
"130"	"GL070140E35591N"	35.591	70.14	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.023	4578	1053.42297363	1	"acidPlutonics"	"Indian Plate"	23828	3351633	441974	0.132	896	22455	0.051	0	4578	4701	4830	4890	4976	5661	1083	-1.63	0.47	0.198236968873419	0.278060150621941	0.402209730029241	1361	5.6	99.44	143.3	144.07	205.63	364.9	177	344	715	919	1339	1357	1360	1361	3	4	4.3	4.31	4.5	7.5	1361	1360	1312	1009	328	65	26	11	5	4	0	"Quiangtang terrane"	"Indien Plate"	-4.2	100	293	814.6	13.4	-20.8	34.2	-6.4	7.4	7.4	-15.1	646	162	6	90	450	22	22	157	-5.62	100	292.2	814.68	12.08	-22.11	34.19	-7.89	6.13	6.13	-16.42	667.2	160.9	5.7	88.9	453.7	21.1	21.1	174	0	NA
"132"	"GL070142E35576N"	35.576	70.142	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.012	4508	810	1	"acidPlutonics"	"Indian Plate"	11843	4714943	258910	0.055	753	31681	0.122	0	4505	4730	4845	4894	4981	5660	1155	-2.65	0.52	0.456909231279801	0.411649909196224	0.447766938452936	1316	5.6	97.72	141.35	142.54	205.3	364.9	177	342	706	898	1295	1312	1315	1316	3	4	4.3	4.31	4.5	7.5	1316	1315	1268	975	319	63	25	10	5	4	0	"Quiangtang terrane"	"Indien Plate"	-4.6	100	293	814.4	13.1	-21.1	34.2	-6.8	7.1	7.1	-15.4	635	158	5	91	444	19	19	157	-5.63	100	292.4	814.69	12.09	-22.1	34.2	-7.89	6.12	6.12	-16.45	659.5	158.5	5.3	89.7	450.9	19.8	19.8	171.6	0	NA
"135"	"GL070151E35870N"	35.87	70.151	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.014	4503	127.279220581	1	"acidPlutonics"	"Indian Plate"	14510	1419420	402685	0.284	0	246557	0.612	0	4518	4597	4694	4702	4779	5006	488	0.47	0.46	0.278448608067695	0.430916736260896	0.466580453167455	2159	5.6	105.25	170.7	152.86	204.4	364.9	234	449	941	1454	2117	2148	2158	2159	3	4	4.3	4.33	4.6	7.5	2159	2155	2066	1605	555	129	56	24	7	4	0	"Quiangtang terrane"	"Indien Plate"	-4.5	99	293	811.7	13	-20.9	33.9	-6.6	7.2	7.2	-15.3	603	146	5	87	399	19	19	146	-5.08	99	292.3	812.25	12.44	-21.54	33.97	-7.25	6.57	6.57	-15.89	631.5	151.9	4.9	87.2	419.1	18.9	18.9	155.9	0	NA
"146"	"GL070182E35580N"	35.58	70.182	"M(e)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.023	4622	90	1	"acidPlutonics"	"Indian Plate"	23440	3898212	448448	0.115	0	35985	0.08	0	4619	4799	4929	4975	5099	5663	1044	1.53	0.5	0.275351186798229	0.293574344172733	0.390290639490041	1406	5.6	100	144.25	144.68	205.47	364.9	180	350	732	949	1382	1401	1405	1406	3	4	4.3	4.31	4.5	7.5	1406	1405	1353	1039	343	68	27	11	5	4	0	"Quiangtang terrane"	"Indien Plate"	-4.62	100	292	814.36	12.98	-21.12	34.18	-7.74	7.08	7.08	-15.52	640.2	137.7	4	87	394.4	15	15	204.4	-6.1	100	292	814.83	11.62	-22.55	34.2	-8.47	5.67	5.67	-16.9	670.5	145.9	4.7	87.4	426.9	17.5	17.5	201.6	0	NA
"147"	"GL070183E35909N"	35.909	70.183	"M(e)"	"Amudarya"	"Surkhab"	"Surkhab"	0.012	4681	90	1	"Metamorphics"	"Indian Plate"	11797	3498098	490222	0.14	0	106068	0.216	0	4699	4852	4966	4990	5115	5456	757	-1.96	0.54	0.310765508605829	0.416317332622862	0.505051396379789	2399	5.6	106.65	175.2	154.52	204.68	364.9	248	490	1016	1612	2346	2387	2398	2399	3	4	4.3	4.32	4.6	7.5	2399	2395	2289	1773	612	137	61	26	7	4	0	"Quiangtang terrane"	"Indien Plate"	-5.91	99	292	812.8	11.64	-22.36	34	-8.11	5.74	5.74	-16.76	651.2	153	4	89.5	436.5	16	16	169.7	-6.66	99	292	813.39	10.92	-23.07	33.99	-8.92	5.08	5.08	-17.46	662.2	155.3	4.1	89.3	443.1	16.2	16.2	170.7	0	NA
"151"	"GL070192E35631N"	35.631	70.192	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.019	3946	1145.51293945	1	"acidPlutonics"	"Indian Plate"	19208	4343066	240800	0.055	882	41321	0.172	0	3921	4243	4456	4534	4809	5385	1464	0.67	0.63	0.457951868548292	0.5092779509704	0.535670306173337	1617	5.6	102	154.8	149.3	205.9	364.9	184	366	779	1053	1591	1611	1616	1617	3	4	4.3	4.33	4.6	7.5	1617	1615	1555	1200	411	99	42	19	6	4	0	"Quiangtang terrane"	"Indien Plate"	-1.21	99.1	292	813.14	16.19	-17.81	34	-3.21	10.29	10.29	-12.2	574.5	134.3	5	85.9	378	19	19	146.5	-3.66	99.9	292	813.9	13.87	-20.19	34.08	-5.83	7.95	7.95	-14.56	655.6	144.6	5.4	84.5	416.1	20.3	20.3	183.2	0	NA
"153"	"GL070208E35885N"	35.885	70.208	"M(o)"	"Amudarya"	"Surkhab"	"Surkhab"	0.019	4722	127.279220581	1	"acidPlutonics"	"Indian Plate"	19406	1378496	437606	0.317	0	17474	0.04	0	4730	4789	4876	4883	4969	5134	404	0.02	0.41	0.231764296477555	0.342090479745296	0.414824029913921	2414	5.6	107	175.06	154.79	204.49	364.9	241	484	1022	1623	2362	2403	2413	2414	3	4	4.3	4.32	4.6	7.5	2414	2410	2302	1776	613	137	62	27	7	4	0	"Quiangtang terrane"	"Indien Plate"	-5.85	99	292	812.96	11.63	-22.27	33.9	-8.05	5.83	5.83	-16.67	622.2	134.4	3	88.2	401.6	12.8	12.8	175.9	-6.12	99	291.7	813.12	11.43	-22.53	33.9	-8.32	5.59	5.59	-16.93	626.3	137.2	3	89.3	405.2	12.4	12.4	177.8	0	NA
"160"	"GL070218E35582N"	35.582	70.218	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.016	4367	2414.95336914	0	"acidPlutonics"	"Indian Plate"	16591	1136187	105313	0.093	521	94046	0.893	0	4358	4443	4492	4518	4598	4783	425	-0.91	0.4	0.160462349780178	0.213922724836228	0.381162246721891	1479	5.6	100	148.2	146.59	205.79	364.9	178	355	750	978	1454	1473	1478	1479	3	4	4.3	4.33	4.6	7.5	1479	1478	1425	1098	372	83	36	16	6	4	0	"Quiangtang terrane"	"Indien Plate"	-3.3	100	292	814.5	14.2	-19.9	34.1	-5.5	8.3	8.3	-14.3	654	143	6	85	419	21	21	182	-3.52	100	292	814.54	14	-20.12	34.1	-5.74	8.08	8.08	-14.47	651.4	141	5.8	85.3	415.2	20.6	20.6	183.7	0	NA
"165"	"GL070230E35730N"	35.73	70.23	"M(o)"	"Indus"	"Kabul"	"Panjsher-Ghorband"	0.014	4372	1476.10974121	1	"acidPlutonics"	"Indian Plate"	14149	7823336	1403645	0.179	1069	731428	0.521	2	4361	4623	4752	4773	4887	5459	1098	-1.51	0.45	0.342000358512827	0.341581750840969	0.384179900897046	2002	5.6	104.6	165.8	151.63	204.4	364.9	211	421	906	1345	1970	1994	2001	2002	3	4	4.3	4.33	4.6	7.5	2002	1998	1914	1486	511	119	53	23	7	4	0	"Quiangtang terrane"	"Indien Plate"	-3.5	99	291	812.8	13.9	-20	33.9	-5.7	8.1	8.1	-14.4	601	166	5	95	441	20	20	124	-5.24	99	290.9	813.33	12.29	-21.65	33.95	-7.47	6.46	6.46	-16.05	639.7	162.7	5.8	90.7	445.9	21.5	21.5	148.5	0	NA
